#,prompt,response,duration_sec,token_count,farm_type,days_since_planting,ph,soil_temperatute,soil_moisture,soil_nitrogen,soil_potassium,soil_phosphorous,soil_ec,ambient_temperature,atmospheric_humidity,rainfall_state,sunshine_intensity
1,"Farm data:
- Type: {{farm_type}}
- Days since planting: {{days_since_planting}}
- Soil pH: {{ph}}
- Soil temperature (°C): {{soil_temperature}}
- Soil moisture (%): {{soil_moisture}}
- Soil nitrogen: {{soil_nitrogen}}
- Soil potassium: {{soil_potassium}}
- Soil phosphorus: {{soil_phosphorus}}
- Soil electrical conductivity: {{soil_ec}}
- Air temperature (°C): {{ambient_temperature}}
- Air humidity (%): {{atmospheric_humidity}}
- Rainfall: {{rainfall_state}}
- Sunshine intensity: {{sunshine_intensity}}

You are an experienced agricultural extension officer specializing in paddy-rice farming.
Write a short instructional message (under 200 words) to help the farmer improve yield and protect the environment.

Guidelines:
- Speak in a friendly, natural tone, as if talking directly to the farmer.
- Avoid symbols, bullet points, and special characters that may sound awkward when spoken.
- Refer naturally to the provided data where relevant.
- Keep sentences clear, concise, and easy to read aloud.
- Begin with: ""Hello Watanabe-san,""

Example style:
""Hello Watanabe-san, your soil looks healthy but slightly low in nitrogen. You can add compost or a light fertilizer this week to help the plants grow stronger...""

Now, write the complete instructional message.
"," Hello Watanabe-san! Your soil looks healthy but slightly low in nitrogen. You can add compost or a light fertilizer this week to help the plants grow stronger. Here are some suggestions for improving your yield:

1. Ensure proper plant spacing by keeping an eye on how much space your paddy-rice requires, as well as any necessary pruning and thinning. 
2. Water your plants consistently throughout the growing season, but try to avoid overwatering if you're already experiencing a dry spell. This helps prevent root rot, which can be a significant issue in this climate.
3. Use appropriate fertilizers according to your farm's specific needs. For example, if you've been using a high-nitrogen fertilizer for years without success, try lowering the nitrogen content of your soil gradually while still providing necessary amounts of phosphorus and potassium.
4. Monitor your soil moisture levels regularly to ensure that your plants are receiving enough water, especially during hot or dry periods. 
5. Keep an eye out for pests, such as slugs and snails, which can damage your plants. Look for signs of infestation, such as feeding lesions, mushroom structures, or egg masses. You can use a mixture of borate-based insecticides or neem oil to control these pests.
6. Regularly inspect your paddy-rice for signs of pest or disease outbreaks, and take prompt action by treating them effectively. This not only ensures better yields but also helps prevent the spread of diseases to other parts of your farm.
7. Make sure you have a reliable soil temperature monitor on your farm's premises. If you notice any irregularities in your soil temperature, you can take appropriate action by adjusting your irrigation schedule and fertilizer applications accordingly. 
8. Finally, maintain good sanitation practices on your farm. This includes proper handling of harvested crops to minimize the risk of contamination. Regularly clean your tools, equipment, and workspaces to avoid disease transmission from one crop to another.
Remember, your hard work will eventually pay off, but it takes consistent effort and dedication to achieve success in this field. 

Please feel free to ask any questions or for additional guidance if needed! I'm here to help you every step of the way.",79.137115,524,Paddy Rice,23,4.17,35.2,61.87,862.06,1628.74,1612.83,534.57,28.12,80.62,Dew,Low
2,"Farm data:
- Type: {{farm_type}}
- Days since planting: {{days_since_planting}}
- Soil pH: {{ph}}
- Soil temperature (°C): {{soil_temperature}}
- Soil moisture (%): {{soil_moisture}}
- Soil nitrogen: {{soil_nitrogen}}
- Soil potassium: {{soil_potassium}}
- Soil phosphorus: {{soil_phosphorus}}
- Soil electrical conductivity: {{soil_ec}}
- Air temperature (°C): {{ambient_temperature}}
- Air humidity (%): {{atmospheric_humidity}}
- Rainfall: {{rainfall_state}}
- Sunshine intensity: {{sunshine_intensity}}

You are an experienced agricultural extension officer specializing in paddy-rice farming.
Write a short instructional message (under 200 words) to help the farmer improve yield and protect the environment.

Guidelines:
- Speak in a friendly, natural tone, as if talking directly to the farmer.
- Avoid symbols, bullet points, and special characters that may sound awkward when spoken.
- Refer naturally to the provided data where relevant.
- Keep sentences clear, concise, and easy to read aloud.
- Begin with: ""Hello Watanabe-san,""

Example style:
""Hello Watanabe-san, your soil looks healthy but slightly low in nitrogen. You can add compost or a light fertilizer this week to help the plants grow stronger...""

Now, write the complete instructional message.
"," Hello Watanabe-san,

Your soil appears to be healthy and low in nitrogen, which could be holding back your paddy-rice plants. Adding a light fertilizer or compost can help boost their growth and overall yield. Let me know if you have any questions or concerns about this.",6.877563,67,Paddy Rice,136,7.37,16.86,39.54,1199.28,718.03,925.43,7237.03,14.51,43.07,Dew,Moderate
3,"Farm data:
- Type: {{farm_type}}
- Days since planting: {{days_since_planting}}
- Soil pH: {{ph}}
- Soil temperature (°C): {{soil_temperature}}
- Soil moisture (%): {{soil_moisture}}
- Soil nitrogen: {{soil_nitrogen}}
- Soil potassium: {{soil_potassium}}
- Soil phosphorus: {{soil_phosphorus}}
- Soil electrical conductivity: {{soil_ec}}
- Air temperature (°C): {{ambient_temperature}}
- Air humidity (%): {{atmospheric_humidity}}
- Rainfall: {{rainfall_state}}
- Sunshine intensity: {{sunshine_intensity}}

You are an experienced agricultural extension officer specializing in paddy-rice farming.
Write a short instructional message (under 200 words) to help the farmer improve yield and protect the environment.

Guidelines:
- Speak in a friendly, natural tone, as if talking directly to the farmer.
- Avoid symbols, bullet points, and special characters that may sound awkward when spoken.
- Refer naturally to the provided data where relevant.
- Keep sentences clear, concise, and easy to read aloud.
- Begin with: ""Hello Watanabe-san,""

Example style:
""Hello Watanabe-san, your soil looks healthy but slightly low in nitrogen. You can add compost or a light fertilizer this week to help the plants grow stronger...""

Now, write the complete instructional message.
"," Hello Watanabe-san,

Your soil appears to be depleted of essential nutrients like nitrogen and potassium. To maintain a healthy crop, you should consider adding organic matter like compost or bone meal to your paddy-rice field this week. This will help the plants absorb more nutrients from the soil while retaining water and preventing erosion. Remember to monitor the progress of your garden and adjust the amount and frequency of your fertilizer applications as needed.

As you're familiar with the farming practices in our region, you should consult a reliable agronomist or extension agent for advice on other improvements that might yield even greater returns from your paddy-rice crop. Good luck growing healthy crops while protecting our environment!",18.658748,173,Paddy Rice,159,10.73,19.73,67.43,1790.85,1183.44,1247.57,4290.56,21.41,8.77,Heavy Rain,Low
4,"Farm data:
- Type: {{farm_type}}
- Days since planting: {{days_since_planting}}
- Soil pH: {{ph}}
- Soil temperature (°C): {{soil_temperature}}
- Soil moisture (%): {{soil_moisture}}
- Soil nitrogen: {{soil_nitrogen}}
- Soil potassium: {{soil_potassium}}
- Soil phosphorus: {{soil_phosphorus}}
- Soil electrical conductivity: {{soil_ec}}
- Air temperature (°C): {{ambient_temperature}}
- Air humidity (%): {{atmospheric_humidity}}
- Rainfall: {{rainfall_state}}
- Sunshine intensity: {{sunshine_intensity}}

You are an experienced agricultural extension officer specializing in paddy-rice farming.
Write a short instructional message (under 200 words) to help the farmer improve yield and protect the environment.

Guidelines:
- Speak in a friendly, natural tone, as if talking directly to the farmer.
- Avoid symbols, bullet points, and special characters that may sound awkward when spoken.
- Refer naturally to the provided data where relevant.
- Keep sentences clear, concise, and easy to read aloud.
- Begin with: ""Hello Watanabe-san,""

Example style:
""Hello Watanabe-san, your soil looks healthy but slightly low in nitrogen. You can add compost or a light fertilizer this week to help the plants grow stronger...""

Now, write the complete instructional message.
"," Hello Watanabe-san, your soil looks healthy but slightly low in nitrogen. You can add compost or a light fertilizer this week to help the plants grow stronger. 

As you continue with your regular routine of planting and caring for your paddy-rice crops, remember these tips to improve yield:

1. Stake the plants regularly to prevent them from falling over.
2. Water your paddy-rice plants at the appropriate time. Overwatering can lead to root rot, while underwatering can cause root rot in older plants. Check your soil moisture levels every day and adjust as necessary. 
3. Fertilize your plants with a balanced fertilizer formulated for paddy-rice crops. Use a regular schedule of applying fertilizer to the top inch or two of the soil. For the first few seasons, use a high nitrogen and low potassium fertilizer, while increasing potassium levels as the plants grow. 
4. Harvest your ripe paddy-rice when it's ripe - not too soon nor too late. This will ensure that you get the most out of each plant. Some farmers prefer to harvest their paddy-rice crops in mid-season, while others wait until they reach a specific size or color. 
5. Don't forget about your soil and fertilizer practices: inspect your soil regularly for any signs of pests or diseases, and if necessary, use a fungicide or insecticide to protect your crops. 

Remember, the more we take care of our plants, the healthier they will be, and the more efficient they'll be at producing food!",44.532403,373,Paddy Rice,100,0.8,32.34,30.22,147.84,225.86,310.21,8485.93,35.93,71.23,No Rain,Moderate
5,"Farm data:
- Type: {{farm_type}}
- Days since planting: {{days_since_planting}}
- Soil pH: {{ph}}
- Soil temperature (°C): {{soil_temperature}}
- Soil moisture (%): {{soil_moisture}}
- Soil nitrogen: {{soil_nitrogen}}
- Soil potassium: {{soil_potassium}}
- Soil phosphorus: {{soil_phosphorus}}
- Soil electrical conductivity: {{soil_ec}}
- Air temperature (°C): {{ambient_temperature}}
- Air humidity (%): {{atmospheric_humidity}}
- Rainfall: {{rainfall_state}}
- Sunshine intensity: {{sunshine_intensity}}

You are an experienced agricultural extension officer specializing in paddy-rice farming.
Write a short instructional message (under 200 words) to help the farmer improve yield and protect the environment.

Guidelines:
- Speak in a friendly, natural tone, as if talking directly to the farmer.
- Avoid symbols, bullet points, and special characters that may sound awkward when spoken.
- Refer naturally to the provided data where relevant.
- Keep sentences clear, concise, and easy to read aloud.
- Begin with: ""Hello Watanabe-san,""

Example style:
""Hello Watanabe-san, your soil looks healthy but slightly low in nitrogen. You can add compost or a light fertilizer this week to help the plants grow stronger...""

Now, write the complete instructional message.
"," [Watanabe-san] Hello Farming Team, I hope you're having a great day! This is a follow-up message to discuss your soil health and recommendations for improving its nutrition.

Your soil appears to be in need of a comprehensive overhaul, so let me suggest some practices that can help maximize its potential:

1. Compost or light fertilizer application: With a well-maintained soil, you can often get by with a simple amount of organic matter and liquid nutrients. However, if your soil lacks organic matter or has low nitrogen levels, incorporating compost or a balanced liquid fertilizer will provide an abundance of essential nutrients without over-fertilizing the soil.

2. Soil test results: Keep your farm data up to date, and you'll be better equipped to make informed decisions about which practices are most appropriate for your specific situation. Conducting a soil test once or twice a year can provide valuable information on soil health, nutrient levels, and pest and weed pressure.

3. Sunlight: Sunshine is crucial for plant growth, so ensure that your farmland receives as much sunlight as possible. Planting your crops in the shade can help them grow more slowly and may also reduce their overall photosynthetic efficiency. Avoid overly dense or extensive coverings of leaves during the day to protect the plants from direct exposure to sunlight, and use shading cloths or pampers on beds of tall grass to keep your crops from getting too exposed to sunlight.

4. Paddy-rice irrigation: Drip irrigation is a great tool for watering your crops in the early stages of growth, especially if you're using deep-rooted plants like rice or taro. This method allows the soil to absorb water more slowly and gradually, ensuring that your crops receive adequate moisture without over-soaking.

5. Mulch management: Layering a thin layer of organic mulch between your rows can help retain moisture, prevent weed growth, and encourage the growth of beneficial microorganisms on your farm. This also helps to reduce soil erosion and improve soil structure, which can enhance nutrient uptake by your crops.

As always, if you have any questions or concerns about your soil health, feel free to ask. Our team is here to help!",70.702578,546,Paddy Rice,122,3.05,36.61,74.04,425.47,1415.65,631.96,9478.63,19.47,24.17,No Rain,Moderate
6,"Farm data:
- Type: {{farm_type}}
- Days since planting: {{days_since_planting}}
- Soil pH: {{ph}}
- Soil temperature (°C): {{soil_temperature}}
- Soil moisture (%): {{soil_moisture}}
- Soil nitrogen: {{soil_nitrogen}}
- Soil potassium: {{soil_potassium}}
- Soil phosphorus: {{soil_phosphorus}}
- Soil electrical conductivity: {{soil_ec}}
- Air temperature (°C): {{ambient_temperature}}
- Air humidity (%): {{atmospheric_humidity}}
- Rainfall: {{rainfall_state}}
- Sunshine intensity: {{sunshine_intensity}}

You are an experienced agricultural extension officer specializing in paddy-rice farming.
Write a short instructional message (under 200 words) to help the farmer improve yield and protect the environment.

Guidelines:
- Speak in a friendly, natural tone, as if talking directly to the farmer.
- Avoid symbols, bullet points, and special characters that may sound awkward when spoken.
- Refer naturally to the provided data where relevant.
- Keep sentences clear, concise, and easy to read aloud.
- Begin with: ""Hello Watanabe-san,""

Example style:
""Hello Watanabe-san, your soil looks healthy but slightly low in nitrogen. You can add compost or a light fertilizer this week to help the plants grow stronger...""

Now, write the complete instructional message.
"," Hello Watanabe-san! Your soil appears to be healthy but low in nitrogen, which is important for your paddy-rice plants' growth and health. To improve yield and protect the environment, you can add compost or a light fertilizer this week. Remember, always use organic matter on your soil to maintain a balanced pH and proper nutrient levels, as it helps your plants grow strong and flourish!",12.046019,95,Paddy Rice,38,13.86,11.71,21.72,1512.82,489.32,1819.37,2746.11,37.75,61.71,Light Rain,Moderate
7,"Farm data:
- Type: {{farm_type}}
- Days since planting: {{days_since_planting}}
- Soil pH: {{ph}}
- Soil temperature (°C): {{soil_temperature}}
- Soil moisture (%): {{soil_moisture}}
- Soil nitrogen: {{soil_nitrogen}}
- Soil potassium: {{soil_potassium}}
- Soil phosphorus: {{soil_phosphorus}}
- Soil electrical conductivity: {{soil_ec}}
- Air temperature (°C): {{ambient_temperature}}
- Air humidity (%): {{atmospheric_humidity}}
- Rainfall: {{rainfall_state}}
- Sunshine intensity: {{sunshine_intensity}}

You are an experienced agricultural extension officer specializing in paddy-rice farming.
Write a short instructional message (under 200 words) to help the farmer improve yield and protect the environment.

Guidelines:
- Speak in a friendly, natural tone, as if talking directly to the farmer.
- Avoid symbols, bullet points, and special characters that may sound awkward when spoken.
- Refer naturally to the provided data where relevant.
- Keep sentences clear, concise, and easy to read aloud.
- Begin with: ""Hello Watanabe-san,""

Example style:
""Hello Watanabe-san, your soil looks healthy but slightly low in nitrogen. You can add compost or a light fertilizer this week to help the plants grow stronger...""

Now, write the complete instructional message.
"," Hello Watanabe-san, 
Your soil appears to be healthy and well-drained. To improve yield and protect the environment, consider adding organic compost or a light fertilizer each week. This will help your plants grow stronger by improving their soil structure, promoting better nutrient uptake, and reducing pest and disease pressure. Remember to monitor the growth and conditions of your paddy-rice farming plot on a daily basis for any signs of complications or issues. 

If you have any questions about how to improve your crops' production, please feel free to ask. I will do my best to provide guidance and support whenever needed. 

Warm regards, 
[Your Name]",19.606778,157,Paddy Rice,61,10.48,22.07,57.13,1477.31,1892.2,8.95,5737.13,30.05,89.76,No Rain,Low
8,"Farm data:
- Type: {{farm_type}}
- Days since planting: {{days_since_planting}}
- Soil pH: {{ph}}
- Soil temperature (°C): {{soil_temperature}}
- Soil moisture (%): {{soil_moisture}}
- Soil nitrogen: {{soil_nitrogen}}
- Soil potassium: {{soil_potassium}}
- Soil phosphorus: {{soil_phosphorus}}
- Soil electrical conductivity: {{soil_ec}}
- Air temperature (°C): {{ambient_temperature}}
- Air humidity (%): {{atmospheric_humidity}}
- Rainfall: {{rainfall_state}}
- Sunshine intensity: {{sunshine_intensity}}

You are an experienced agricultural extension officer specializing in paddy-rice farming.
Write a short instructional message (under 200 words) to help the farmer improve yield and protect the environment.

Guidelines:
- Speak in a friendly, natural tone, as if talking directly to the farmer.
- Avoid symbols, bullet points, and special characters that may sound awkward when spoken.
- Refer naturally to the provided data where relevant.
- Keep sentences clear, concise, and easy to read aloud.
- Begin with: ""Hello Watanabe-san,""

Example style:
""Hello Watanabe-san, your soil looks healthy but slightly low in nitrogen. You can add compost or a light fertilizer this week to help the plants grow stronger...""

Now, write the complete instructional message.
"," Hello Watanabe-san,

Your soil is in good condition. Remember, if you don't use fertilizers, you will also not experience better growth. Now that your soil has a well-balanced pH and nitrogen, do follow these tips:

1. Soil pH - This refers to the acidity or alkalinity of your soil. If it is low (pH < 6), you can add a compost-based fertilizer like Poultry Manure Leaves or Chicken Bone Meal. If it is high (pH > 7.0), you can use a nitrogen-rich product like Dicallo Brown Soybean Meal or Azomax.

2. Soil temperature - If your soil is too cold, warm it up slightly by putting a blanket of damp towels or a hot water bottle over it. If it's too warm, lower the temperature with the help of fans or air conditioners. Temperature plays a significant role in plant growth and quality.

3. Soil moisture - Ensure that your soil is always at its ideal moisture level. Avoid overwatering or underwatering. When you water, dampen your hands before covering the plants to avoid waterlogging.

4. Sunshine intensity - The sun's impact on your crops greatly depends on its intensity. Keep your soil consistently exposed to sunlight throughout the growing season. Sunlight stimulates growth and helps regulate pH.

5. Weeds - If you see any weeds, remove them promptly. They can compete for resources like water or nutrients and reduce crop yield. However, if you need to keep some weeds around, consider using herbicides that target specific weed species.

Remember, paddy-rice farming requires regular care and attention. If you notice any issues, do not hesitate to consult a reliable extension officer for further guidance.

In conclusion, your soil is in good condition and ready for further improvements. Remember to use compost or nitrogen-rich fertilizers to boost plant growth if needed. I hope these tips will assist you in improving your farm's yield and preserving our environment. Enjoy the rest of your day!",66.519587,501,Paddy Rice,198,6.4,26.24,49.92,584.43,950.24,1446.3,1492.48,12.7,27.31,Dew,Moderate
9,"Farm data:
- Type: {{farm_type}}
- Days since planting: {{days_since_planting}}
- Soil pH: {{ph}}
- Soil temperature (°C): {{soil_temperature}}
- Soil moisture (%): {{soil_moisture}}
- Soil nitrogen: {{soil_nitrogen}}
- Soil potassium: {{soil_potassium}}
- Soil phosphorus: {{soil_phosphorus}}
- Soil electrical conductivity: {{soil_ec}}
- Air temperature (°C): {{ambient_temperature}}
- Air humidity (%): {{atmospheric_humidity}}
- Rainfall: {{rainfall_state}}
- Sunshine intensity: {{sunshine_intensity}}

You are an experienced agricultural extension officer specializing in paddy-rice farming.
Write a short instructional message (under 200 words) to help the farmer improve yield and protect the environment.

Guidelines:
- Speak in a friendly, natural tone, as if talking directly to the farmer.
- Avoid symbols, bullet points, and special characters that may sound awkward when spoken.
- Refer naturally to the provided data where relevant.
- Keep sentences clear, concise, and easy to read aloud.
- Begin with: ""Hello Watanabe-san,""

Example style:
""Hello Watanabe-san, your soil looks healthy but slightly low in nitrogen. You can add compost or a light fertilizer this week to help the plants grow stronger...""

Now, write the complete instructional message.
"," Hello Watanabe-san,

Your soil has been deficient in certain elements critical for proper plant growth. Adding organic matter to your soil, such as compost or a light fertilizer, is essential to maintain a balanced and healthy paddy-rice crop.

To begin with, consider adding an equal amount of organic material like manure, leaf mold, or peat moss to your soil. These materials contain vital nutrients such as nitrogen, phosphorus, and potassium that are essential for the growth of healthy plants.

Following this step, you can also consider adding a little amount of compost or a fertilizer like potting soil amendment or manure to your existing soil. This will help improve the overall quality and structure of your soil, making it more conducive to supporting strong plants.

To protect your soil against diseases and pests, you may also consider using soaker hoses or drip irrigation to water your plants evenly at specific times. Drip irrigation is a great way to avoid wasteful water runoff and minimize the use of chemicals, which can be beneficial for the environment as well.

In addition to adding organic matter to your soil, it's also essential to maintain proper fertilization levels. Fertilizing your plants with an appropriate balance of nitrogen, phosphorus, and potassium will ensure that they receive the necessary nutrients for growth.

Remember, if you are unsure about adding organic matter or a specific type of fertilizer, consult with a knowledgeable agricultural extension agent or professional paddy-rice farmer. They can provide guidance tailored to your specific needs and help you develop a successful paddy-rice crop.

Once you have made these adjustments, it's essential to monitor the growth of your plants closely. Monitoring your crops will give you valuable information about their health and development. By doing so, you can identify any potential issues and take proactive steps to ensure the best possible outcome for your paddy-rice crop.

In summary, improving soil fertility is crucial for maximizing plant growth and protecting our environment. Don't hesitate to ask for assistance if you need it!",66.284976,498,Paddy Rice,82,8.47,29.89,77.26,678.54,1088.81,215.53,3131.76,18.93,12.59,Heavy Rain,Low
10,"Farm data:
- Type: {{farm_type}}
- Days since planting: {{days_since_planting}}
- Soil pH: {{ph}}
- Soil temperature (°C): {{soil_temperature}}
- Soil moisture (%): {{soil_moisture}}
- Soil nitrogen: {{soil_nitrogen}}
- Soil potassium: {{soil_potassium}}
- Soil phosphorus: {{soil_phosphorus}}
- Soil electrical conductivity: {{soil_ec}}
- Air temperature (°C): {{ambient_temperature}}
- Air humidity (%): {{atmospheric_humidity}}
- Rainfall: {{rainfall_state}}
- Sunshine intensity: {{sunshine_intensity}}

You are an experienced agricultural extension officer specializing in paddy-rice farming.
Write a short instructional message (under 200 words) to help the farmer improve yield and protect the environment.

Guidelines:
- Speak in a friendly, natural tone, as if talking directly to the farmer.
- Avoid symbols, bullet points, and special characters that may sound awkward when spoken.
- Refer naturally to the provided data where relevant.
- Keep sentences clear, concise, and easy to read aloud.
- Begin with: ""Hello Watanabe-san,""

Example style:
""Hello Watanabe-san, your soil looks healthy but slightly low in nitrogen. You can add compost or a light fertilizer this week to help the plants grow stronger...""

Now, write the complete instructional message.
","Hello Watanabe-san! Your soil appears healthy and somewhat low in nitrogen. This could be because your soil is not well-draining or might be a recent addition to your garden. It's common for paddy-rice farmers like you to add organic matter, such as compost or a light fertilizer, to improve the soil's overall quality.

Before making any changes, it's essential to consult with a local agricultural extension officer (AEO) or professional farmer. They can provide guidance on how to best address your soil issues and help you maintain a healthy garden while maximizing your crop yield.",17.841514,139,Paddy Rice,170,4.4,17.99,25.05,1258.19,6.35,1277.93,8936.71,38.15,50.04,Heavy Rain,Moderate
